GO:0000014	GO:0004520
GO:0070064	GO:0005515
GO:0070087	GO:0019904
GO:0070095	GO:0043168
GO:0070095	GO:0097367
GO:0070122	GO:0008233
GO:0070140	GO:0016929
GO:0070140	GO:0070138
GO:0070180	GO:0019843
GO:0070181	GO:0019843
GO:0070182	GO:0019899
GO:0070251	GO:0016405
GO:0070251	GO:0016878
GO:0070273	GO:1901981
GO:0070279	GO:0019842
GO:0070279	GO:0097159
GO:0070279	GO:1901363
GO:0070290	GO:0004620
GO:0070290	GO:0008081
GO:0070300	GO:0005543
GO:0070300	GO:0043168
GO:0070324	GO:0042562
GO:0070330	GO:0016712
GO:0070335	GO:0016597
GO:0070335	GO:0031406
GO:0070402	GO:0043168
GO:0070402	GO:0050661
GO:0070403	GO:0043168
GO:0070403	GO:0051287
GO:0070410	GO:0046332
GO:0070411	GO:0046332
GO:0070412	GO:0046332
GO:0070506	GO:0030228
GO:0070513	GO:0019904
GO:0070530	GO:0031593
GO:0070569	GO:0016779
GO:0070573	GO:0008235
GO:0070573	GO:0016805
GO:0070577	GO:0042393
GO:0070577	GO:0140033
GO:0070628	GO:0044877
GO:0070679	GO:0043168
GO:0070679	GO:0043178
GO:0070728	GO:0031406
GO:0070733	GO:0070566
GO:0070742	GO:0019904
GO:0070840	GO:0044877
GO:0070851	GO:0005102
GO:0070856	GO:0032027
GO:0070856	GO:0070853
GO:0070878	GO:0003723
GO:0070883	GO:0003723
GO:0070888	GO:0000978
GO:0070905	GO:0016597
GO:0070905	GO:0031406
GO:0070905	GO:0043169
GO:0070990	GO:0043021
GO:0070991	GO:0003995
GO:0071164	GO:0008173
GO:0071207	GO:0036002
GO:0071208	GO:0003723
GO:0071209	GO:0017069
GO:0071532	GO:0019904
GO:0071535	GO:0019904
GO:0071566	GO:0008641
GO:0071567	GO:0019783
GO:0071568	GO:0019787
GO:0071617	GO:0016747
GO:0071837	GO:0019904
GO:0071889	GO:0005515
GO:0071933	GO:0044877
GO:0071949	GO:0050660
GO:0071987	GO:0019904
GO:0072320	GO:0005225
GO:0072320	GO:0005254
GO:0072341	GO:0005488
GO:0072542	GO:0019211
GO:0072542	GO:0019888
GO:0072555	GO:0033764
GO:0072582	GO:0004303
GO:0080019	GO:0016620
GO:0080025	GO:0043168
GO:0080025	GO:1902936
GO:0080146	GO:0016846
GO:0089720	GO:0002020
GO:0090409	GO:0015645
GO:0090409	GO:0016405
GO:0090433	GO:0004467
GO:0090434	GO:0004467
GO:0090541	GO:0019904
GO:0090560	GO:0016765
GO:0090599	GO:0015926
GO:0097001	GO:0033218
GO:0097001	GO:0046625
GO:0097023	GO:0016832
GO:0097027	GO:0055106
GO:0097100	GO:0003690
GO:0097110	GO:0005515
GO:0097153	GO:0004197
GO:0097157	GO:0036002
GO:0097158	GO:0097157
GO:0097163	GO:0140104
GO:0097177	GO:0043022
GO:0097199	GO:0097153
GO:0097200	GO:0097153
GO:0097257	GO:0016614
GO:0097322	GO:0017069
GO:0097363	GO:0016757
GO:0097363	GO:0140096
GO:0097367	GO:0005488
GO:0097371	GO:0005515
GO:0097573	GO:0015035
GO:0097602	GO:0005515
GO:0097677	GO:0061629
GO:0097718	GO:0019904
GO:0098632	GO:0098631
GO:0098639	GO:0005518
GO:0098639	GO:0098634
GO:0098641	GO:0045296
GO:0098641	GO:0098632
GO:0098882	GO:0098918
GO:0098919	GO:0098879
GO:0099520	GO:0015297
GO:0099626	GO:0099511
GO:0101005	GO:0019783
GO:0101006	GO:0004721
GO:0101006	GO:0016825
GO:0102007	GO:0046573
GO:0102033	GO:0120250
GO:0102035	GO:0052890
GO:0102092	GO:0016776
GO:0102113	GO:0016706
GO:0102121	GO:0016811
GO:0102148	GO:0004553
GO:0102166	GO:0004553
GO:0102167	GO:0004553
GO:0102250	GO:0016758
GO:0102336	GO:0016747
GO:0102337	GO:0016747
GO:0102338	GO:0016747
GO:0102390	GO:0052689
GO:0102499	GO:0016758
GO:0102500	GO:0016758
GO:0102571	GO:0004553
GO:0102662	GO:0016620
GO:0102756	GO:0016747
GO:0102773	GO:0016773
GO:0102867	GO:0016783
GO:0102965	GO:0016620
GO:0102991	GO:0016790
GO:0103026	GO:0016791
GO:0103046	GO:0016805
GO:0106018	GO:0034593
GO:0106162	GO:0008080
GO:0106231	GO:0016410
GO:0106261	GO:0016407
GO:0106262	GO:0008374
GO:0106263	GO:0008374
GO:0106276	GO:0004074
GO:0106277	GO:0004074
GO:0106306	GO:0004722
GO:0106307	GO:0004722
GO:0106310	GO:0004672
GO:0106360	GO:0106359
GO:0106363	GO:0008172
GO:0106363	GO:0008276
GO:0106363	GO:0008757
GO:0106364	GO:0016712
GO:0106376	GO:0016832
GO:0106377	GO:0016818
GO:0106378	GO:0016818
GO:0110050	GO:0016811
GO:0120015	GO:0015248
GO:0120015	GO:0120013
GO:0120019	GO:0008525
GO:0120019	GO:0120014
GO:0120242	GO:0120241
GO:0120243	GO:0120241
GO:0140030	GO:0005515
GO:0140031	GO:0140030
GO:0140036	GO:0140035
GO:0140078	GO:0003906
GO:0140078	GO:0016835
GO:0140110	GO:0003674
GO:0140223	GO:0003674
GO:0140260	GO:0044877
GO:0140292	GO:0016799
GO:0140293	GO:0016799
GO:0140296	GO:0008134
GO:0140297	GO:0008134
GO:0140311	GO:0140313
GO:0140312	GO:0030674
GO:0140318	GO:0005215
GO:0140343	GO:0120013
GO:0140359	GO:0042626
GO:0140416	GO:0140678
GO:0140439	GO:0019707
GO:0140444	GO:0043495
GO:0140517	GO:0030674
GO:0140545	GO:0140657
GO:0140561	GO:0035251
GO:0140562	GO:0035252
GO:0140575	GO:0016491
GO:0140597	GO:0140104
GO:0140658	GO:0008094
GO:1901480	GO:0005324
GO:1901480	GO:0008514
GO:1901480	GO:0015245
GO:1901611	GO:0005543
GO:1901611	GO:0043168
GO:1901612	GO:1901611
GO:1901981	GO:0035091
GO:1902945	GO:0004222
GO:1903136	GO:0005507
GO:1903231	GO:0003729
GO:1903231	GO:0150100
GO:1904047	GO:0043169
GO:1904047	GO:1901681
GO:1904288	GO:0044877
GO:1904408	GO:0033218
GO:1904408	GO:0097159
GO:1904408	GO:1901363
GO:1904929	GO:0071936
GO:1905056	GO:0005388
GO:1905172	GO:0043021
GO:1905394	GO:0044877
GO:1905502	GO:0043168
GO:1905502	GO:0120227
GO:1905573	GO:0031406
GO:1905573	GO:0035594
GO:1905594	GO:0097159
GO:1990002	GO:0016616
GO:1990226	GO:0019899
GO:1990239	GO:0005496
GO:1990239	GO:0042562
GO:1990247	GO:0003723
GO:1990254	GO:0019215
GO:1990275	GO:0043021
GO:1990380	GO:0101005
GO:1990381	GO:0002020
GO:1990404	GO:0016763
GO:1990404	GO:0140096
GO:1990430	GO:0005515
GO:1990446	GO:0070990
GO:1990450	GO:0043130
GO:1990459	GO:0005102
GO:1990599	GO:0000014
GO:1990715	GO:0003729
GO:1990756	GO:0030674
GO:1990760	GO:0005034
GO:1990760	GO:0005261
GO:1990760	GO:0022836
GO:1990763	GO:0005515
GO:1990782	GO:0019901
GO:1990825	GO:0003729
GO:1990833	GO:0140657
GO:1990837	GO:0003690
GO:1990837	GO:0043565
GO:1990841	GO:0003682
GO:1990883	GO:0008080
GO:1990889	GO:0035064
GO:1990930	GO:0035515
GO:1990935	GO:0005515
GO:2001070	GO:0030247
